goal_bonus,heading_rad,heading_deg,lambda_mean,lambda_std,lambda_median,cos_theta_mean,cos_theta_std,cos_theta_median,success_rate,mean_ep_reward
0.0,2.57039398930074,147.27272727272728,3.356412172317505,13.616837501525879,0.7524487972259521,-0.039180923253297806,0.7110462188720703,-0.07151766866445541,0.69,5.951265122575796
0.0,2.633860507555079,150.9090909090909,3.0378916263580322,11.886926651000977,0.7370129823684692,-0.0402311235666275,0.705543041229248,-0.08172132074832916,0.69,5.951265122575796
0.0,2.697327025809418,154.54545454545453,2.642390727996826,9.111958503723145,0.7063938975334167,-0.019513392820954323,0.7102686762809753,-0.03344175964593887,0.69,5.951265122575796
0.0,2.760793544063758,158.18181818181822,2.188234329223633,8.48598575592041,0.6823740005493164,-0.006181988399475813,0.7140366435050964,-0.032159991562366486,0.69,5.951265122575796
0.0,2.824260062318097,161.81818181818184,1.746830701828003,5.151149272918701,0.6517085433006287,-0.024016663432121277,0.7116129994392395,-0.06724423170089722,0.69,5.951265122575796
0.0,2.887726580572436,165.45454545454547,1.7899128198623657,5.1780595779418945,0.6171970367431641,-0.05210069566965103,0.7069449424743652,-0.11578404903411865,0.69,5.951265122575796
0.0,2.951193098826776,169.09090909090912,1.7520034313201904,4.370713710784912,0.5918296575546265,-0.07102347165346146,0.7114617228507996,-0.1592804193496704,0.69,5.951265122575796
0.0,3.014659617081115,172.72727272727275,1.9152343273162842,4.935427188873291,0.5855843424797058,-0.05575215071439743,0.7204393148422241,-0.12514138221740723,0.69,5.951265122575796
0.0,3.078126135335454,176.36363636363637,2.1162962913513184,7.598752498626709,0.5884246230125427,-0.0309448204934597,0.7174690961837769,-0.05862756073474884,0.69,5.951265122575796
0.0,3.141592653589793,180.0,2.0338854789733887,5.6867265701293945,0.5820420980453491,-0.017736563459038734,0.7129303216934204,-0.04039756581187248,0.69,5.951265122575796
1.0,-3.141592653589793,-180.0,2.7759945392608643,6.3183770179748535,1.2252675294876099,0.061325617134571075,0.714181661605835,0.09799208492040634,0.704,6.053529712893123
1.0,-3.0781261353354537,-176.36363636363635,2.909050941467285,6.984804630279541,1.2729350328445435,0.05061156675219536,0.7086293697357178,0.09360920637845993,0.704,6.053529712893123
1.0,-3.0146596170811146,-172.72727272727272,2.896803140640259,7.747355937957764,1.288417100906372,0.017099332064390182,0.7132852673530579,0.030733538791537285,0.704,6.053529712893123
1.0,-2.951193098826775,-169.0909090909091,2.86911678314209,7.429811000823975,1.277891993522644,0.008220899850130081,0.7134715914726257,0.004268398974090815,0.704,6.053529712893123
1.0,-2.887726580572436,-165.45454545454547,2.837531805038452,6.779513359069824,1.2046329975128174,0.0020394043531268835,0.7093166708946228,-0.028653038665652275,0.704,6.053529712893123
1.0,-2.8242600623180967,-161.8181818181818,2.7337746620178223,6.192901611328125,1.191311001777649,0.025929255411028862,0.7094950079917908,0.05292584374547005,0.704,6.053529712893123
1.0,-2.7607935440637577,-158.1818181818182,2.620863437652588,11.820457458496094,1.0593562126159668,0.02129676192998886,0.712755024433136,0.02867678366601467,0.704,6.053529712893123
1.0,-2.697327025809418,-154.54545454545453,2.1974780559539795,5.833034515380859,0.9953458309173584,0.045394930988550186,0.7113772630691528,0.07681627571582794,0.704,6.053529712893123
1.0,-2.633860507555079,-150.9090909090909,2.397970199584961,27.840444564819336,0.9546859264373779,0.06970929354429245,0.7129685282707214,0.16102120280265808,0.704,6.053529712893123
1.0,-2.5703939893007397,-147.27272727272725,2.0012364387512207,4.556260108947754,0.9755885601043701,0.08994229137897491,0.7194387912750244,0.2124258428812027,0.704,6.053529712893123
1.0,-2.5069274710464007,-143.63636363636365,2.0886921882629395,4.271024227142334,1.0252454280853271,0.07716169953346252,0.7055419087409973,0.14741016924381256,0.704,6.053529712893123
1.0,-2.443460952792061,-140.0,2.402379274368286,6.857670307159424,1.1198667287826538,0.059074655175209045,0.7125954031944275,0.10101065039634705,0.704,6.053529712893123
1.0,-2.379994434537722,-136.36363636363637,2.4557082653045654,7.031912803649902,1.1703734397888184,0.0523824542760849,0.7124016880989075,0.1065438911318779,0.704,6.053529712893123
